Affy Probe Id,Gene,Ensembl gene ID,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,
219175_s_at,SLC41A3,ENSG00000114544,18539,3760.0623,-2.17437,0.033,0.0029,
219532_at,ELOVL4,ENSG00000118402,18896,3760.1291,-2.19132,0.033,0.0029,
202032_s_at,MAN2A2,ENSG00000196547,1560,3761.1808,-2.17996,0.033,0.0029,
221664_s_at,F11R,ENSG00000158769,21025,3763.5472,-2.27963,0.0332,0.003,
209064_x_at,PAIP1,ENSG00000172239,8558,3765.9546,-2.35088,0.0334,0.003,
208436_s_at,IRF7,ENSG00000185507,7935,3767.1179,-2.41664,0.0335,0.003,
217826_s_at,ENSG00000198833,,17191,3767.3795,-2.21207,0.0335,0.003,
211208_s_at,CASK,ENSG00000147044,10648,3770.8272,-2.24529,0.0337,0.003,
201862_s_at,LRRFIP1,ENSG00000124831,1390,3770.9191,-2.41563,0.0337,0.003,
218251_at,MID1IP1,ENSG00000165175,17616,3771.6318,-2.08652,0.0338,0.003,
210427_x_at,ANXA2,ENSG00000182718,9905,3771.9849,-2.25371,0.0338,0.003,
203801_at,MRPS14,ENSG00000120333,3328,3775.4226,-2.21161,0.034,0.003,
202206_at,ARL4C,ENSG00000188042,1734,3776.4856,-2.46605,0.0341,0.0031,
201266_at,TXNRD1,ENSG00000198431,794,3779.7422,-2.06551,0.0344,0.0031,
203990_s_at,KDM6A,ENSG00000147050,3517,3780.2675,-2.46263,0.0344,0.0031,
202342_s_at,TRIM2,ENSG00000109654,1870,3781.6659,-2.24825,0.0345,0.0031,
215333_x_at,GSTM1,ENSG00000134184,14707,3785.3522,-2.26655,0.0348,0.0031,
201410_at,PLEKHB2,ENSG00000115762,938,3785.5878,-2.28311,0.0348,0.0031,
203563_at,AFAP1,ENSG00000196526,3090,3788.5657,-2.15203,0.035,0.0031,
212920_at,REST,ENSG00000084093,12304,3790.0117,-2.30282,0.0351,0.0032,
201657_at,ARL1,ENSG00000120805,1185,3790.8153,-2.41212,0.0352,0.0032,
212804_s_at,GAPVD1,ENSG00000165219,12189,3791.0319,-2.31065,0.0352,0.0032,
201411_s_at,PLEKHB2,ENSG00000115762,939,3791.1624,-2.23457,0.0352,0.0032,
210208_x_at,BAG6,ENSG00000204463,9691,3793.7515,-2.18162,0.0353,0.0032,
218130_at,C17orf62,ENSG00000178927,17495,3794.3623,-2.31049,0.0354,0.0032,
205851_at,NME6,ENSG00000172113,5378,3794.8452,-2.25558,0.0354,0.0032,
209212_s_at,KLF5,ENSG00000102554,8706,3795.0974,-2.21361,0.0354,0.0032,
212451_at,SECISBP2L,ENSG00000138593,11836,3795.5174,-2.13051,0.0354,0.0032,
208950_s_at,ALDH7A1,ENSG00000164904,8445,3796.1504,-2.36986,0.0355,0.0032,
219280_at,BRWD1,ENSG00000185658,18644,3797.2528,-2.31225,0.0355,0.0032,
208771_s_at,LTA4H,ENSG00000111144,8266,3798.3446,-2.24233,0.0356,0.0032,
AFFX-HUMRGE/M10098_5_at,nil,nil,nil,22240,3798.4347,-2.13761,0.0356,0.0032
203153_at,IFIT1,ENSG00000185745,2681,3799.24,-2.23365,0.0357,0.0032,
203172_at,FXR2,ENSG00000129245,2700,3800.5137,-2.09711,0.0358,0.0032,
213786_at,TAX1BP1,ENSG00000106052,13166,3800.8583,-2.19756,0.0358,0.0032,
203080_s_at,BAZ2B,ENSG00000123636,2609,3801.7494,-2.37019,0.0358,0.0032,
207941_s_at,RBM39,ENSG00000131051,7457,3803.0904,-2.32721,0.0359,0.0033,
201780_s_at,RNF13,ENSG00000082996,1308,3805.2964,-2.44189,0.0361,0.0033,
201701_s_at,PGRMC2,ENSG00000164040,1229,3806.1931,-2.31097,0.0361,0.0033,
200743_s_at,TPP1,ENSG00000166340,271,3811.3986,-2.1664,0.0365,0.0033,
211858_x_at,GNAS,ENSG00000087460,11249,3812.9952,-2.22052,0.0367,0.0033,
215750_at,nil,nil,nil,15123,3813.4828,-2.14087,0.0367,0.0033
219795_at,SLC6A14,ENSG00000087916,19159,3814.5586,-1.86529,0.0368,0.0033,
200699_at,KDELR2,ENSG00000136240,227,3816.0412,-2.40561,0.0369,0.0034,
218986_s_at,DDX60,ENSG00000137628,18350,3825.184,-2.12786,0.0376,0.0034,
211975_at,ARFGAP2,ENSG00000149182,11362,3826.8117,-2.25511,0.0377,0.0034,
202959_at,MUT,ENSG00000146085,2488,3827.096,-2.42603,0.0377,0.0034,
218626_at,EIF4ENIF1,ENSG00000184708,17991,3828.8433,-2.31257,0.0378,0.0034,
209118_s_at,TUBA1A,ENSG00000167552,8612,3833.2034,-2.15771,0.0382,0.0035,
218137_s_at,SMAP1,ENSG00000112305,17502,3833.5416,-2.40161,0.0382,0.0035,
208447_s_at,PRPS1,ENSG00000147224,7945,3833.8573,-2.24093,0.0382,0.0035,
202128_at,KIAA0317,ENSG00000119682,1656,3834.0506,-2.18268,0.0382,0.0035,
218977_s_at,TRNAU1AP,ENSG00000180098,18341,3834.9492,-2.161,0.0383,0.0035,
218763_at,STX18,ENSG00000168818,18127,3835.1305,-2.22099,0.0383,0.0035,
221764_at,C19orf22,ENSG00000198858,21124,3835.2997,-2.18086,0.0383,0.0035,
200793_s_at,ACO2,ENSG00000100412,321,3835.618,-2.17784,0.0383,0.0035,
218306_s_at,HERC1,ENSG00000103657,17671,3836.3931,-2.3382,0.0384,0.0035,
219269_at,HMBOX1,ENSG00000147421,18633,3836.9569,-2.15935,0.0384,0.0035,
213624_at,SMPDL3A,ENSG00000172594,13004,3837.0594,-2.49926,0.0384,0.0035,
203855_at,WDR47,ENSG00000085433,3382,3838.2047,-2.33885,0.0384,0.0035,
209194_at,CETN2,ENSG00000147400,8688,3838.3439,-2.2974,0.0384,0.0035,
222245_s_at,ENSG00000253212,,21604,3840.5923,-2.27916,0.0386,0.0035,
203286_at,RNF44,ENSG00000146083,2813,3840.964,-2.02848,0.0386,0.0035,
202971_s_at,DYRK2,ENSG00000127334,2500,3843.8904,-2.25965,0.0388,0.0036,
201348_at,GPX3,ENSG00000211445,876,3844.4732,-2.14905,0.0389,0.0036,
221736_at,RALGAPB,ENSG00000170471,21096,3847.865,-2.36019,0.0392,0.0036,
215729_s_at,VGLL1,ENSG00000102243,15102,3848.6755,-2.18798,0.0392,0.0036,
206272_at,SPHAR,ENSG00000213029,5798,3849.521,-2.27963,0.0393,0.0036,
210131_x_at,ENSG00000108958,,9615,3850.0634,-2.22314,0.0393,0.0036,
208806_at,CHD3,ENSG00000170004,8301,3851.4034,-2.28723,0.0394,0.0036,
203262_s_at,FAM50A,ENSG00000071859,2789,3851.5325,-2.32173,0.0394,0.0036,
217726_at,COPZ1,ENSG00000111481,17091,3854.1866,-2.39363,0.0396,0.0037,
201164_s_at,PUM1,ENSG00000134644,692,3854.2725,-2.21637,0.0396,0.0037,
204295_at,SURF1,ENSG00000148290,3822,3854.2944,-2.1901,0.0396,0.0037,
206113_s_at,RAB5A,ENSG00000144566,5639,3855.6115,-2.2153,0.0397,0.0037,
203207_s_at,MTFR1,ENSG00000066855,2735,3855.7724,-2.23024,0.0397,0.0037,
204306_s_at,CD151,ENSG00000177697,3833,3855.9356,-2.17332,0.0397,0.0037,
211240_x_at,CTNND1,ENSG00000198561,10677,3856.0257,-2.27332,0.0397,0.0037,
213178_s_at,MAPK8IP3,ENSG00000138834,12560,3861.3989,-2.22916,0.0401,0.0037,
212552_at,HPCAL1,ENSG00000115756,11937,3867.211,-2.20167,0.0406,0.0038,
202368_s_at,TRAM2,ENSG00000065308,1896,3867.7628,-2.37413,0.0406,0.0038,
202321_at,GGPS1,ENSG00000152904,1849,3868.9367,-2.29787,0.0407,0.0038,
49111_at,nil,nil,nil,22052,3869.7864,-2.45837,0.0408,0.0038
222156_x_at,DYX1C1,ENSG00000256061,21516,3870.0488,-2.35969,0.0408,0.0038,
215392_at,nil,nil,nil,14766,3870.2242,-2.11023,0.0408,0.0038
203629_s_at,COG5,ENSG00000164597,3156,3872.5137,-2.28279,0.041,0.0038,
202331_at,BCKDHA,ENSG00000248098,1859,3876.8679,-2.15621,0.0413,0.0038,
216693_x_at,ENSG00000166503,,16063,3882.0126,-2.28992,0.0418,0.0039,
202922_at,GCLC,ENSG00000001084,2451,3883.4915,-2.18192,0.0419,0.0039,
217264_s_at,SCNN1A,ENSG00000111319,16629,3883.9373,-2.18298,0.0419,0.0039,
213181_s_at,MOCS1,ENSG00000124615,12563,3885.3066,-2.20534,0.042,0.0039,
212103_at,KPNA6,ENSG00000025800,11489,3887.2022,-2.20962,0.0422,0.0039,
201097_s_at,ARF4,ENSG00000168374,625,3889.8181,-2.43716,0.0424,0.0039,
209799_at,ENSG00000132356,,9287,3894.2087,-2.19406,0.0428,0.004,
208702_x_at,APLP2,ENSG00000084234,8197,3896.7709,-2.18419,0.043,0.004,
221081_s_at,DENND2D,ENSG00000162777,20444,3898.5514,-2.26592,0.0431,0.004,
213227_at,PGRMC2,ENSG00000164040,12609,3899.7404,-2.43868,0.0432,0.004,
215054_at,EPOR,ENSG00000187266,14428,3900.6703,-2.14637,0.0433,0.004,
200070_at,C2orf24,ENSG00000115649,91,3902.969,-2.26169,0.0435,0.0041,
206277_at,P2RY2,ENSG00000175591,5803,3903.0746,-2.29979,0.0435,0.0041,
221523_s_at,RRAGD,ENSG00000025039,20886,3904.7504,-2.3382,0.0436,0.0041,
209292_at,ID4,ENSG00000172201,8786,3908.8146,-2.15621,0.044,0.0041,
212150_at,EFR3A,ENSG00000132294,11536,3908.9513,-2.33804,0.044,0.0041,
207717_s_at,PKP2,ENSG00000057294,7238,3914.8335,-2.24762,0.0445,0.0042,
210930_s_at,ERBB2,ENSG00000141736,10377,3914.9311,-2.62843,0.0445,0.0042,
200007_at,SRP14,ENSG00000140319,28,3915.4037,-2.28802,0.0445,0.0042,
218234_at,ING4,ENSG00000111653,17599,3915.489,-2.35724,0.0445,0.0042,
61874_at,C9orf7,ENSG00000160325,22151,3916.1609,-2.26734,0.0445,0.0042,
221218_s_at,TPK1,ENSG00000196511,20581,3917.1139,-2.39463,0.0446,0.0042,
219681_s_at,RAB11FIP1,ENSG00000156675,19045,3918.0585,-2.26938,0.0446,0.0042,
203680_at,PRKAR2B,ENSG00000005249,3207,3918.9014,-2.20779,0.0447,0.0042,
201247_at,SREBF2,ENSG00000198911,775,3919.8279,-2.11536,0.0448,0.0042,
209123_at,QDPR,ENSG00000151552,8617,3921.8561,-2.33011,0.0449,0.0042,
212959_s_at,GNPTAB,ENSG00000111670,12342,3923.7975,-2.27269,0.0451,0.0042,
213051_at,ZC3HAV1,ENSG00000105939,12434,3923.8902,-2.21315,0.0451,0.0042,
201620_at,MBTPS1,ENSG00000140943,1148,3925.8083,-2.24389,0.0453,0.0043,
216591_s_at,ENSG00000108958,,15961,3926.9659,-2.31113,0.0454,0.0043,
207549_x_at,CD46,ENSG00000117335,7070,3927.7604,-2.26923,0.0454,0.0043,
217653_x_at,nil,nil,nil,17018,3928.8851,-2.15771,0.0455,0.0043
205139_s_at,UST,ENSG00000111962,4666,3928.9735,-2.16415,0.0455,0.0043,
217780_at,C19orf56,ENSG00000105583,17145,3929.813,-2.21392,0.0456,0.0043,
203906_at,IQSEC1,ENSG00000144711,3433,3930.9658,-2.33707,0.0457,0.0043,
202805_s_at,ABCC1,ENSG00000103222,2333,3931.4956,-2.25871,0.0457,0.0043,
211733_x_at,SCP2,ENSG00000116171,11133,3932.3099,-2.45207,0.0458,0.0043,
213718_at,RBM4,ENSG00000173933,13098,3932.7923,-2.13895,0.0458,0.0043,
209307_at,SWAP70,ENSG00000133789,8801,3933.6998,-2.26907,0.0458,0.0043,
220145_at,MAP9,ENSG00000164114,19509,3934.1578,-2.21468,0.0459,0.0043,
208908_s_at,CAST,ENSG00000153113,8403,3934.5399,-2.34421,0.0459,0.0043,
203384_s_at,GOLGA1,ENSG00000136935,2911,3934.8487,-2.43902,0.0459,0.0043,
201482_at,QSOX1,ENSG00000116260,1010,3934.9882,-2.18571,0.0459,0.0043,
212877_at,ENSG00000256500,,12262,3936.2194,-2.10877,0.046,0.0044,
50221_at,TFEB,ENSG00000112561,22060,3936.4957,-2.26216,0.046,0.0044,
219168_s_at,PRR5,ENSG00000186654,18532,3936.7352,-2.21868,0.046,0.0044,
213616_at,nil,nil,nil,12996,3937.4039,-2.15502,0.046,0.0044
206832_s_at,SEMA3F,ENSG00000001617,6358,3937.4276,-2.35773,0.046,0.0044,
210336_x_at,MZF1,ENSG00000099326,9815,3937.6855,-2.21945,0.046,0.0044,
37950_at,PREP,ENSG00000085377,21899,3938.506,-2.15711,0.0461,0.0044,
202373_s_at,RAB3GAP2,ENSG00000118873,1901,3942.1952,-2.26137,0.0464,0.0044,
209431_s_at,PATZ1,ENSG00000100105,8924,3945.2264,-2.30473,0.0467,0.0044,
211382_s_at,TACC2,ENSG00000138162,10798,3945.4399,-2.3017,0.0467,0.0044,
201474_s_at,nil,nil,nil,1002,3948.0073,-2.2609,0.0469,0.0045
201724_s_at,GALNT1,ENSG00000141429,1252,3949.3545,-2.38849,0.047,0.0045,
212070_at,GPR56,ENSG00000205336,11456,3950.7766,-2.09856,0.0471,0.0045,
212567_s_at,MAP4,ENSG00000047849,11952,3952.5189,-2.1598,0.0473,0.0045,
212159_x_at,AP2A2,ENSG00000183020,11545,3952.7819,-2.23009,0.0473,0.0045,
49679_s_at,MT1P3,ENSG00000126005,22058,3955.3844,-2.10818,0.0475,0.0045,
210214_s_at,BMPR2,ENSG00000204217,9696,3959.0754,-2.19497,0.0479,0.0046,
207318_s_at,CDK13,ENSG00000065883,6842,3959.0823,-2.3256,0.0479,0.0046,
213913_s_at,TBC1D30,ENSG00000111490,13292,3960.0298,-2.24171,0.0479,0.0046,
212046_x_at,MAPK3,ENSG00000102882,11432,3960.0608,-2.21315,0.0479,0.0046,
55692_at,ELMO2,ENSG00000062598,22106,3961.0766,-2.31065,0.048,0.0046,
221269_s_at,SH3BGRL3,ENSG00000142669,20632,3961.6443,-2.2176,0.048,0.0046,
202626_s_at,LYN,ENSG00000254087,2154,3967.0221,-2.20702,0.0486,0.0047,
32137_at,JAG2,ENSG00000184916,21767,3967.1362,-2.3017,0.0485,0.0047,
209672_s_at,MIOS,ENSG00000164654,9161,3968.4386,-2.22669,0.0487,0.0047,
201871_s_at,UBXN1,ENSG00000162191,1399,3970.0544,-2.0871,0.0488,0.0047,
37943_at,ZFYVE26,ENSG00000072121,21898,3971.8294,-2.14712,0.049,0.0047,
221771_s_at,MPHOSPH8,ENSG00000196199,21131,3972.604,-2.44376,0.049,0.0047,
218682_s_at,SLC4A1AP,ENSG00000163798,18046,3972.9373,-2.28897,0.049,0.0047,
205192_at,MAP3K14,ENSG00000006062,4719,3973.6452,-2.13613,0.0491,0.0047,
208066_s_at,GTF2B,ENSG00000137947,7575,3973.7163,-2.3145,0.0491,0.0047,
202261_at,VPS72,ENSG00000163159,1789,3973.896,-2.15323,0.0491,0.0047,
221004_s_at,ITM2C,ENSG00000135916,20368,3974.6137,-2.36707,0.0491,0.0047,
204730_at,RIMS3,ENSG00000117016,4257,3976.9412,-2.33545,0.0494,0.0048,
214548_x_at,GNAS,ENSG00000087460,13927,3978.2446,-2.19102,0.0495,0.0048,
203031_s_at,UROS,ENSG00000188690,2560,3978.3138,-2.2801,0.0495,0.0048,
205355_at,ACADSB,ENSG00000196177,4882,3978.3709,-2.25777,0.0494,0.0048,
221960_s_at,nil,nil,nil,21320,3979.0799,-2.25496,0.0495,0.0048
214829_at,AASS,ENSG00000008311,14204,3979.3959,-2.12226,0.0495,0.0048,
213304_at,FAM179B,ENSG00000198718,12685,3979.5303,-2.41798,0.0495,0.0048,
204241_at,ACOX3,ENSG00000087008,3768,3980.7498,-2.26263,0.0496,0.0048,
38710_at,OTUB1,ENSG00000167770,21923,3982.1646,-2.15427,0.0497,0.0048,
219010_at,C1orf106,ENSG00000163362,18374,3982.5472,-2.10016,0.0497,0.0048,
203009_at,BCAM,ENSG00000187244,2538,3984.4879,-2.30873,0.0499,0.0048,
200748_s_at,FTH1,ENSG00000167996,276,3985.1613,-2.27048,0.05,0.0048,
