Affy Probe Id,Gene,Ensembl gene ID,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,
216210_x_at,TRIOBP,ENSG00000100106,15582,2877.5056,-2.3198,0.0039,2.00E-04,
214211_at,FTH1,ENSG00000167996,13590,2877.7826,-2.36739,0.0039,2.00E-04,
208617_s_at,PTP4A2,ENSG00000184007,8115,2880.5375,-2.31225,0.004,2.00E-04,
209427_at,SMTN,ENSG00000183963,8920,2880.7875,-2.15039,0.004,2.00E-04,
214911_s_at,BRD2,ENSG00000204256,14286,2882.149,-2.31562,0.004,2.00E-04,
213185_at,KIAA0556,ENSG00000047578,12567,2882.8803,-2.34486,0.004,3.00E-04,
201885_s_at,CYB5R3,ENSG00000100243,1413,2883.1014,-2.30489,0.004,3.00E-04,
208951_at,ALDH7A1,ENSG00000164904,8446,2885.8674,-2.4163,0.004,3.00E-04,
218992_at,C9orf46,ENSG00000107020,18356,2885.9111,-2.36854,0.004,3.00E-04,
219164_s_at,ATG2B,ENSG00000066739,18528,2886.0341,-2.46913,0.004,3.00E-04,
219956_at,GALNT6,ENSG00000139629,19320,2888.4464,-2.37364,0.004,3.00E-04,
212268_at,SERPINB1,ENSG00000021355,11654,2891.9222,-2.30857,0.0041,3.00E-04,
218642_s_at,CHCHD7,ENSG00000170791,18006,2897.1479,-2.38469,0.0042,3.00E-04,
205241_at,SCO2,ENSG00000130489,4768,2897.3419,-2.15816,0.0042,3.00E-04,
35626_at,SGSH,ENSG00000181523,21829,2898.4273,-2.31562,0.0042,3.00E-04,
218085_at,CHMP5,ENSG00000086065,17450,2902.4904,-2.48699,0.0042,3.00E-04,
211177_s_at,TXNRD2,ENSG00000184470,10619,2906.9372,-2.46007,0.0043,3.00E-04,
39249_at,AQP3,ENSG00000165272,21929,2907.0365,-2.43631,0.0043,3.00E-04,
203771_s_at,BLVRA,ENSG00000106605,3298,2907.0918,-2.32479,0.0043,3.00E-04,
212864_at,CDS2,ENSG00000101290,12249,2908.6058,-2.45513,0.0043,3.00E-04,
210056_at,RND1,ENSG00000172602,9541,2913.6331,-2.65093,0.0044,3.00E-04,
214721_x_at,CDC42EP4,ENSG00000179604,14097,2914.146,-2.32141,0.0044,3.00E-04,
201279_s_at,DAB2,ENSG00000153071,807,2915.8827,-2.48802,0.0044,3.00E-04,
204552_at,INPP4A,ENSG00000040933,4079,2917.2668,-2.35839,0.0044,3.00E-04,
201596_x_at,KRT18,ENSG00000111057,1124,2918.6254,-2.24326,0.0044,3.00E-04,
202969_at,DYRK2,ENSG00000127334,2498,2920.5301,-2.40461,0.0044,3.00E-04,
53720_at,C19orf66,ENSG00000130813,22091,2920.9443,-2.23519,0.0044,3.00E-04,
221880_s_at,FAM174B,ENSG00000185442,21240,2921.8371,-2.45275,0.0044,3.00E-04,
204716_at,CCDC6,ENSG00000108091,4243,2923.3409,-2.46314,0.0045,3.00E-04,
215603_x_at,GGTLC1,ENSG00000149435,14976,2923.9777,-2.28897,0.0045,3.00E-04,
209209_s_at,FERMT2,ENSG00000073712,8703,2925.0492,-2.61118,0.0045,3.00E-04,
204954_s_at,DYRK1B,ENSG00000105204,4481,2925.9275,-2.30266,0.0045,3.00E-04,
206571_s_at,MAP4K4,ENSG00000071054,6097,2926.0763,-2.25246,0.0045,3.00E-04,
202727_s_at,IFNGR1,ENSG00000027697,2255,2926.8966,-2.3382,0.0045,3.00E-04,
201533_at,CTNNB1,ENSG00000168036,1061,2928.4576,-2.30346,0.0046,3.00E-04,
209649_at,STAM2,ENSG00000115145,9138,2929.1784,-2.55708,0.0046,3.00E-04,
217799_x_at,UBE2H,ENSG00000186591,17164,2934.3275,-2.26341,0.0046,3.00E-04,
202554_s_at,GSTM3,ENSG00000134202,2082,2934.5425,-2.36379,0.0046,3.00E-04,
218466_at,TBC1D17,ENSG00000104946,17831,2938.1364,-2.31402,0.0047,3.00E-04,
209602_s_at,GATA3,ENSG00000107485,9092,2939.6604,-2.58524,0.0047,3.00E-04,
202367_at,CUX1,ENSG00000160967,1895,2940.2208,-2.37924,0.0047,3.00E-04,
222108_at,AMIGO2,ENSG00000139211,21468,2941.4635,-2.64983,0.0047,3.00E-04,
218573_at,MAGEH1,ENSG00000187601,17938,2948.3103,-2.53872,0.0048,3.00E-04,
216035_x_at,TCF7L2,ENSG00000148737,15407,2948.3776,-2.50863,0.0048,3.00E-04,
203364_s_at,ATG13,ENSG00000175224,2891,2949.0669,-2.36625,0.0048,3.00E-04,
201108_s_at,THBS1,ENSG00000137801,636,2950.2861,-1.94531,0.0049,3.00E-04,
213688_at,CALM1,ENSG00000198668,13068,2951.3302,-2.21223,0.0049,3.00E-04,
204611_s_at,PPP2R5B,ENSG00000068971,4138,2953.9221,-2.20289,0.0049,3.00E-04,
214113_s_at,RBM8A,ENSG00000131795,13492,2954.1379,-2.41078,0.0049,3.00E-04,
208704_x_at,APLP2,ENSG00000084234,8199,2954.5273,-2.24513,0.0049,3.00E-04,
218260_at,DDA1,ENSG00000130311,17625,2955.4399,-2.22792,0.0049,3.00E-04,
200932_s_at,DCTN2,ENSG00000175203,460,2958.5624,-2.27995,0.005,3.00E-04,
212357_at,FAM168A,ENSG00000054965,11742,2958.5755,-2.3153,0.005,3.00E-04,
203430_at,HEBP2,ENSG00000051620,2957,2959.4313,-2.36805,0.005,3.00E-04,
212970_at,APBB2,ENSG00000163697,12353,2961.6774,-2.3382,0.005,3.00E-04,
218279_s_at,nil,nil,nil,17644,2962.2239,-2.22715,0.005,3.00E-04
209631_s_at,GPR37,ENSG00000170775,9121,2962.6953,-2.23318,0.005,3.00E-04,
219625_s_at,COL4A3BP,ENSG00000113163,18989,2965.0035,-2.41781,0.0051,3.00E-04,
204017_at,KDELR3,ENSG00000100196,3544,2965.3761,-2.41613,0.0051,3.00E-04,
209008_x_at,KRT8,ENSG00000170421,8502,2966.0629,-2.17106,0.0051,3.00E-04,
204576_s_at,CLUAP1,ENSG00000103351,4103,2966.7181,-2.28248,0.0051,3.00E-04,
221954_at,C20orf111,ENSG00000132823,21314,2966.8255,-2.34323,0.0051,3.00E-04,
207105_s_at,PIK3R2,ENSG00000105647,6631,2966.9041,-2.20916,0.0051,3.00E-04,
221584_s_at,KCNMA1,ENSG00000156113,20946,2968.3079,-2.42032,0.0051,3.00E-04,
208727_s_at,CDC42,ENSG00000070831,8222,2970.5793,-2.29167,0.0051,3.00E-04,
218313_s_at,GALNT7,ENSG00000109586,17678,2970.7349,-2.39512,0.0051,3.00E-04,
221564_at,PRMT2,ENSG00000160310,20927,2972.295,-2.38469,0.0051,3.00E-04,
218072_at,COMMD9,ENSG00000110442,17437,2972.9762,-2.32253,0.0051,3.00E-04,
217823_s_at,ENSG00000198833,,17188,2973.1858,-2.29008,0.0051,3.00E-04,
201998_at,ST6GAL1,ENSG00000073849,1526,2974.9263,-2.71114,0.0052,3.00E-04,
212861_at,MFSD5,ENSG00000182544,12246,2975.206,-2.47478,0.0052,3.00E-04,
200604_s_at,PRKAR1A,ENSG00000108946,132,2976.8979,-2.21238,0.0052,3.00E-04,
209028_s_at,ABI1,ENSG00000136754,8522,2977.2412,-2.53696,0.0052,3.00E-04,
203354_s_at,PSD3,ENSG00000156011,2881,2979.0733,-2.2771,0.0052,3.00E-04,
201641_at,BST2,ENSG00000130303,1169,2979.6424,-2.32705,0.0052,3.00E-04,
221476_s_at,RPL15,ENSG00000174748,20839,2980.8515,-2.34974,0.0052,3.00E-04,
218012_at,TSPYL2,ENSG00000184205,17377,2981.2328,-2.26012,0.0052,3.00E-04,
211899_s_at,TRAF4,ENSG00000076604,11287,2982.8158,-2.47444,0.0053,3.00E-04,
201804_x_at,TBCB,ENSG00000105254,1332,2984.6336,-2.25762,0.0053,4.00E-04,
215561_s_at,IL1R1,ENSG00000115594,14934,2985.2455,-2.44969,0.0053,4.00E-04,
201319_at,nil,nil,nil,847,2986.4449,-2.33254,0.0053,4.00E-04
200862_at,DHCR24,ENSG00000116133,390,2988.1741,-2.4582,0.0053,4.00E-04,
219356_s_at,CHMP5,ENSG00000086065,18720,2988.8856,-2.48458,0.0053,4.00E-04,
212494_at,TENC1,ENSG00000111077,11879,2991.2528,-2.36444,0.0054,4.00E-04,
207949_s_at,ICA1,ENSG00000003147,7462,2994.3042,-2.30266,0.0054,4.00E-04,
202748_at,GBP2,ENSG00000162645,2276,2997.2904,-2.33755,0.0055,4.00E-04,
219150_s_at,COX19,ENSG00000240230,18514,3001.9129,-2.32511,0.0056,4.00E-04,
210653_s_at,BCKDHB,ENSG00000083123,10118,3006.0171,-2.64689,0.0057,4.00E-04,
204720_s_at,DNAJC6,ENSG00000116675,4247,3006.074,-2.32157,0.0057,4.00E-04,
209160_at,AKR1C3,ENSG00000196139,8654,3007.0369,-2.48613,0.0057,4.00E-04,
209688_s_at,CCDC93,ENSG00000125633,9176,3007.8514,-2.41295,0.0057,4.00E-04,
203720_s_at,ERCC1,ENSG00000012061,3247,3008.0042,-2.26844,0.0057,4.00E-04,
219274_at,TSPAN12,ENSG00000106025,18638,3008.3022,-2.1895,0.0057,4.00E-04,
205012_s_at,HAGH,ENSG00000063854,4539,3009.2973,-2.28232,0.0057,4.00E-04,
221538_s_at,PLXNA1,ENSG00000114554,20901,3014.6909,-2.22437,0.0058,4.00E-04,
208686_s_at,BRD2,ENSG00000204256,8181,3020.6278,-2.17799,0.0059,4.00E-04,
202629_at,APPBP2,ENSG00000062725,2157,3024.1808,-2.4402,0.0059,4.00E-04,
211759_x_at,TBCB,ENSG00000105254,11158,3025.3472,-2.2548,0.006,4.00E-04,
205607_s_at,SCYL3,ENSG00000000457,5134,3025.3607,-2.45547,0.0059,4.00E-04,
205107_s_at,EFNA4,ENSG00000243364,4634,3028.5505,-2.38386,0.006,4.00E-04,
211945_s_at,ITGB1,ENSG00000150093,11333,3028.5683,-2.2653,0.006,4.00E-04,
208926_at,NEU1,ENSG00000204386,8421,3030.3715,-2.51734,0.006,4.00E-04,
222148_s_at,RHOT1,ENSG00000126858,21508,3032.1191,-2.35072,0.0061,4.00E-04,
210346_s_at,CLK4,ENSG00000113240,9825,3032.6606,-2.4582,0.0061,4.00E-04,
218181_s_at,ENSG00000233404,,17546,3033.2789,-2.28295,0.0061,4.00E-04,
212169_at,FKBP9,ENSG00000122642,11555,3036.7857,-2.29533,0.0062,4.00E-04,
219529_at,CLIC3,ENSG00000169583,18893,3037.452,-2.59818,0.0062,4.00E-04,
212642_s_at,HIVEP2,ENSG00000010818,12027,3040.4837,-2.32286,0.0062,4.00E-04,
204022_at,WWP2,ENSG00000198373,3549,3043.0444,-2.32882,0.0063,4.00E-04,
65493_at,HEATR6,ENSG00000068097,22177,3045.0388,-2.35349,0.0063,4.00E-04,
213281_at,nil,nil,nil,12662,3045.8141,-2.22839,0.0063,4.00E-04
210652_s_at,TTC39A,ENSG00000085831,10117,3046.5709,-2.28548,0.0064,4.00E-04,
201392_s_at,IGF2R,ENSG00000197081,920,3047.586,-2.33885,0.0064,4.00E-04,
214755_at,UAP1L1,ENSG00000197355,14131,3051.2695,-2.50151,0.0064,4.00E-04,
202767_at,ACP2,ENSG00000134575,2295,3052.709,-2.36575,0.0065,4.00E-04,
200747_s_at,NUMA1,ENSG00000137497,275,3055.0743,-2.32495,0.0065,4.00E-04,
208877_at,PAK2,ENSG00000180370,8372,3055.5782,-2.2584,0.0065,4.00E-04,
213254_at,TNRC6B,ENSG00000100354,12636,3056.5292,-2.25027,0.0065,4.00E-04,
212960_at,TBC1D9,ENSG00000109436,12343,3057.9679,-2.26357,0.0065,4.00E-04,
213852_at,RBM8A,ENSG00000131795,13232,3057.9777,-2.33092,0.0065,4.00E-04,
202951_at,STK38,ENSG00000112079,2480,3058.1342,-2.26577,0.0065,4.00E-04,
205508_at,HPN,ENSG00000105707,5035,3060.0983,-2.23705,0.0066,4.00E-04,
218667_at,PJA1,ENSG00000181191,18031,3061.0702,-2.45054,0.0066,4.00E-04,
202471_s_at,IDH3G,ENSG00000067829,1999,3062.64,-2.3512,0.0066,4.00E-04,
38918_at,SOX13,ENSG00000143842,21926,3064.4561,-2.46383,0.0066,5.00E-04,
221843_s_at,KIAA1609,ENSG00000140950,21203,3065.0206,-2.38783,0.0066,5.00E-04,
214274_s_at,ACAA1,ENSG00000060971,13653,3065.3297,-2.4158,0.0066,5.00E-04,
204132_s_at,ENSG00000240445,,3659,3067.1382,-2.38469,0.0067,5.00E-04,
210757_x_at,DAB2,ENSG00000153071,10218,3067.7713,-2.50255,0.0067,5.00E-04,
200977_s_at,TAX1BP1,ENSG00000106052,505,3071.0949,-2.39645,0.0068,5.00E-04,
203045_at,NINJ1,ENSG00000131669,2574,3072.6176,-2.24124,0.0068,5.00E-04,
200075_s_at,GUK1,ENSG00000143774,96,3074.0347,-2.41781,0.0068,5.00E-04,
213398_s_at,SDR39U1,ENSG00000100445,12779,3075.2558,-2.21085,0.0068,5.00E-04,
202289_s_at,TACC2,ENSG00000138162,1817,3075.4712,-2.42469,0.0068,5.00E-04,
218632_at,HECTD3,ENSG00000126107,17997,3075.8594,-2.19482,0.0068,5.00E-04,
215185_at,ENSG00000204054,,14559,3077.0274,-2.50898,0.0069,5.00E-04,
204633_s_at,RPS6KA5,ENSG00000100784,4160,3078.9277,-2.5095,0.0069,5.00E-04,
203453_at,SCNN1A,ENSG00000111319,2980,3080.2789,-2.13569,0.0069,5.00E-04,
218387_s_at,PGLS,ENSG00000130313,17752,3080.7715,-2.33432,0.0069,5.00E-04,
205463_s_at,PDGFA,ENSG00000197461,4990,3083.5063,-2.1854,0.007,5.00E-04,
201669_s_at,MARCKS,ENSG00000155130,1197,3085.592,-2.20748,0.007,5.00E-04,
215321_at,RUNDC3B,ENSG00000105784,14695,3086.279,-2.23798,0.007,5.00E-04,
204066_s_at,AGAP1,ENSG00000157985,3593,3087.0515,-2.35202,0.007,5.00E-04,
212186_at,ACACA,ENSG00000132142,11572,3088.0408,-2.35708,0.0071,5.00E-04,
203779_s_at,MPZL2,ENSG00000149573,3306,3088.7,-2.44359,0.0071,5.00E-04,
201056_at,GOLGB1,ENSG00000173230,584,3089.8522,-2.44359,0.0071,5.00E-04,
206106_at,MAPK12,ENSG00000188130,5632,3090.229,-2.20794,0.0071,5.00E-04,
213651_at,INPP5J,ENSG00000185133,13031,3092.108,-2.37479,0.0072,5.00E-04,
204403_x_at,FAM115A,ENSG00000198420,3930,3094.9656,-2.34112,0.0072,5.00E-04,
201359_at,COPB1,ENSG00000129083,887,3097.5585,-2.43783,0.0073,5.00E-04,
212799_at,STX6,ENSG00000135823,12184,3098.3599,-2.24653,0.0073,5.00E-04,
217551_at,ENSG00000184669,,16916,3098.5347,-2.42704,0.0073,5.00E-04,
201368_at,ZFP36L2,ENSG00000152518,896,3099.2429,-2.47942,0.0073,5.00E-04,
200906_s_at,PALLD,ENSG00000129116,434,3100.6853,-2.1492,0.0073,5.00E-04,
214041_x_at,nil,nil,nil,13420,3102.405,-2.35888,0.0074,5.00E-04
212911_at,DNAJC16,ENSG00000116138,12295,3102.7547,-2.30585,0.0074,5.00E-04,
212419_at,ZCCHC24,ENSG00000165424,11804,3102.9729,-2.45088,0.0074,5.00E-04,
218423_x_at,VPS54,ENSG00000143952,17788,3103.43,-2.36346,0.0074,5.00E-04,
206482_at,PTK6,ENSG00000101213,6008,3104.8912,-2.36608,0.0074,5.00E-04,
210296_s_at,PEX2,ENSG00000164751,9776,3107.2722,-2.61861,0.0074,5.00E-04,
215460_x_at,BRD1,ENSG00000100425,14833,3108.3663,-2.21024,0.0075,5.00E-04,
43511_s_at,nil,nil,nil,21993,3108.385,-2.49217,0.0075,5.00E-04
209131_s_at,SNAP23,ENSG00000092531,8625,3110.1391,-2.64708,0.0075,5.00E-04,
200964_at,UBA1,ENSG00000130985,492,3111.9883,-2.2153,0.0076,5.00E-04,
201650_at,KRT19,ENSG00000171345,1178,3116.7479,-2.22715,0.0077,5.00E-04,
209558_s_at,HIP1R,ENSG00000130787,9050,3125.7794,-2.20244,0.0079,6.00E-04,
221487_s_at,ENSA,ENSG00000143420,20850,3127.9357,-2.33788,0.0079,6.00E-04,
202217_at,C21orf33,ENSG00000160221,1745,3129.8042,-2.27033,0.008,6.00E-04,
218303_x_at,KRCC1,ENSG00000172086,17668,3130.4646,-2.41095,0.008,6.00E-04,
210111_s_at,KLHDC10,ENSG00000128607,9595,3131.8043,-2.41212,0.008,6.00E-04,
213275_x_at,CTSB,ENSG00000164733,12656,3132.8041,-2.21407,0.008,6.00E-04,
202018_s_at,LTF,ENSG00000012223,1546,3132.9624,-2.41747,0.008,6.00E-04,
204019_s_at,SH3YL1,ENSG00000035115,3546,3135.3114,-2.68328,0.0081,6.00E-04,
219460_s_at,TMEM127,ENSG00000135956,18824,3135.3602,-2.43868,0.0081,6.00E-04,
203713_s_at,LLGL2,ENSG00000073350,3240,3136.8478,-2.27947,0.0081,6.00E-04,
214522_x_at,HIST1H2AD,ENSG00000196866,13901,3139.1559,-2.24482,0.0081,6.00E-04,
208867_s_at,CSNK1A1,ENSG00000113712,8362,3139.1877,-2.36887,0.0081,6.00E-04,
201682_at,PMPCB,ENSG00000105819,1210,3144.3611,-2.42217,0.0083,6.00E-04,
212842_x_at,RGPD6,ENSG00000183054,12227,3145.5417,-2.33642,0.0083,6.00E-04,
217824_at,ENSG00000198833,,17189,3147.2145,-2.2006,0.0083,6.00E-04,
210933_s_at,FSCN1,ENSG00000075618,10380,3147.821,-2.19573,0.0083,6.00E-04,
217891_at,C16orf58,ENSG00000140688,17256,3147.8947,-2.20733,0.0083,6.00E-04,
221245_s_at,FZD5,ENSG00000163251,20608,3149.6559,-2.35512,0.0084,6.00E-04,
200851_s_at,KIAA0174,ENSG00000182149,379,3152.1854,-2.36149,0.0084,6.00E-04,
213153_at,SETD1B,ENSG00000139718,12536,3153.6155,-2.32044,0.0085,6.00E-04,
218537_at,HCFC1R1,ENSG00000103145,17902,3154.199,-2.24544,0.0085,6.00E-04,
204788_s_at,PPOX,ENSG00000143224,4315,3156.1628,-2.34015,0.0085,6.00E-04,
214967_at,nil,nil,nil,14342,3156.5221,-2.21606,0.0086,6.00E-04
202114_at,SNX2,ENSG00000205302,1642,3157.1287,-2.34551,0.0086,6.00E-04,
205111_s_at,PLCE1,ENSG00000138193,4638,3158.622,-2.45649,0.0086,6.00E-04,
205042_at,GNE,ENSG00000159921,4569,3159.535,-2.45854,0.0086,6.00E-04,
204740_at,CNKSR1,ENSG00000142675,4267,3159.7609,-2.35316,0.0086,6.00E-04,
202426_s_at,RXRA,ENSG00000186350,1954,3162.1417,-2.39878,0.0087,6.00E-04,
218090_s_at,WDR11,ENSG00000120008,17455,3163.0005,-2.29008,0.0087,6.00E-04,
201048_x_at,RAB6A,ENSG00000175582,576,3167.8505,-2.21837,0.0088,6.00E-04,
215735_s_at,TSC2,ENSG00000103197,15108,3171.1575,-2.31835,0.0089,6.00E-04,
215429_s_at,ZNF428,ENSG00000131116,14803,3172.5299,-2.21868,0.0089,6.00E-04,
213018_at,GATAD1,ENSG00000157259,12401,3173.2046,-2.4402,0.0089,6.00E-04,
220581_at,C6orf97,ENSG00000120262,19945,3173.6577,-2.422,0.0089,6.00E-04,
219317_at,POLI,ENSG00000101751,18681,3174.7015,-2.48406,0.009,6.00E-04,
206724_at,CBX4,ENSG00000141582,6250,3175.8511,-2.14429,0.009,6.00E-04,
201598_s_at,INPPL1,ENSG00000165458,1126,3182.0909,-2.27868,0.0092,7.00E-04,
208104_s_at,TSC22D4,ENSG00000166925,7613,3183.0646,-2.27442,0.0092,7.00E-04,
217122_s_at,SLC35E2B,ENSG00000189339,16489,3185.6435,-2.34453,0.0092,7.00E-04,
202771_at,FAM38A,ENSG00000103335,2299,3185.7529,-2.12977,0.0092,7.00E-04,
212488_at,COL5A1,ENSG00000130635,11873,3191.1082,-2.29787,0.0094,7.00E-04,
219832_s_at,HOXC13,ENSG00000123364,19196,3192.4542,-2.11404,0.0094,7.00E-04,
202808_at,C10orf26,ENSG00000166272,2336,3193.5858,-2.37743,0.0094,7.00E-04,
209152_s_at,TCF3,ENSG00000071564,8646,3193.905,-2.17815,0.0094,7.00E-04,
209020_at,C20orf111,ENSG00000132823,8514,3194.5049,-2.39081,0.0094,7.00E-04,
209574_s_at,C18orf1,ENSG00000168675,9064,3195.3719,-2.45564,0.0095,7.00E-04,
211320_s_at,PTPRU,ENSG00000060656,10740,3196.6135,-2.30793,0.0095,7.00E-04,
202712_s_at,CKMT1A,ENSG00000223572,2240,3197.2555,-2.32624,0.0095,7.00E-04,
201082_s_at,DCTN1,ENSG00000204843,610,3199.6326,-2.22253,0.0096,7.00E-04,
219749_at,SH2D4A,ENSG00000104611,19113,3200.805,-2.36739,0.0096,7.00E-04,
203773_x_at,BLVRA,ENSG00000106605,3300,3201.5488,-2.29644,0.0096,7.00E-04,
213012_at,NEDD4,ENSG00000069869,12395,3202.3533,-2.32382,0.0096,7.00E-04,
213675_at,nil,nil,nil,13055,3206.4652,-2.22576,0.0097,7.00E-04
218432_at,FBXO3,ENSG00000110429,17797,3210.6737,-2.55018,0.0098,7.00E-04,
202551_s_at,CRIM1,ENSG00000150938,2079,3216.878,-2.55638,0.01,7.00E-04,
205437_at,ZNF211,ENSG00000121417,4964,3220.3901,-2.39297,0.0101,7.00E-04,
214481_at,nil,nil,nil,13860,3220.5689,-2.24358,0.0101,7.00E-04
219905_at,ERMAP,ENSG00000164010,19269,3220.7217,-2.2708,0.0101,7.00E-04,
222230_s_at,ACTR10,ENSG00000131966,21590,3222.0785,-2.38766,0.0102,7.00E-04,
203159_at,GLS,ENSG00000115419,2687,3222.4577,-2.23643,0.0102,7.00E-04,
204297_at,PIK3C3,ENSG00000078142,3824,3224.6365,-2.34844,0.0102,7.00E-04,
212737_at,GM2A,ENSG00000196743,12122,3224.6369,-2.28659,0.0102,7.00E-04,
212636_at,QKI,ENSG00000112531,12021,3224.9383,-2.38932,0.0102,7.00E-04,
210999_s_at,GRB10,ENSG00000106070,10446,3225.6443,-2.1486,0.0103,7.00E-04,
208912_s_at,CNP,ENSG00000173786,8407,3228.453,-2.40511,0.0103,8.00E-04,
203421_at,nil,nil,nil,2948,3228.6878,-2.29104,0.0103,8.00E-04
204233_s_at,CHKA,ENSG00000110721,3760,3229.6218,-2.48733,0.0104,8.00E-04,
210136_at,MBP,ENSG00000197971,9620,3229.7472,-2.44816,0.0103,8.00E-04,
212513_s_at,USP33,ENSG00000077254,11898,3229.8452,-2.54665,0.0103,8.00E-04,
202208_s_at,ARL4C,ENSG00000188042,1736,3237.2126,-2.2958,0.0106,8.00E-04,
208631_s_at,HADHA,ENSG00000084754,8128,3239.2994,-2.35986,0.0106,8.00E-04,
208156_x_at,EPPK1,ENSG00000227184,7663,3239.7252,-2.21315,0.0106,8.00E-04,
203179_at,GALT,ENSG00000213930,2707,3240.0695,-2.36117,0.0106,8.00E-04,
211627_x_at,nil,nil,nil,11032,3242.0926,-2.33173,0.0107,8.00E-04
201779_s_at,RNF13,ENSG00000082996,1307,3242.1233,-2.45956,0.0107,8.00E-04,
209234_at,KIF1B,ENSG00000054523,8728,3243.9574,-2.28739,0.0107,8.00E-04,
209221_s_at,OSBPL2,ENSG00000130703,8715,3244.0839,-2.30202,0.0107,8.00E-04,
221613_s_at,ATP8B5P,ENSG00000179766,20975,3245.6841,-2.36986,0.0108,8.00E-04,
221937_at,SYNRG,ENSG00000006114,21297,3246.5227,-2.31755,0.0108,8.00E-04,
AFFX-M27830_5_at,nil,nil,nil,22246,3246.9681,-2.30537,0.0108,8.00E-04
214657_s_at,NEAT1,ENSG00000245532,14033,3247.1986,-2.3153,0.0108,8.00E-04,
212223_at,IDS,ENSG00000010404,11609,3249.0364,-2.30601,0.0108,8.00E-04,
208798_x_at,GOLGA8A,ENSG00000175265,8293,3250.138,-2.38337,0.0109,8.00E-04,
212741_at,MAOA,ENSG00000189221,12126,3250.2925,-2.73492,0.0109,8.00E-04,
209082_s_at,COL18A1,ENSG00000182871,8576,3250.6795,-2.23612,0.0109,8.00E-04,
205190_at,PLS1,ENSG00000120756,4717,3255.2962,-2.37627,0.011,8.00E-04,
221590_s_at,nil,nil,nil,20952,3258.3009,-2.52853,0.0111,8.00E-04
201163_s_at,IGFBP7,ENSG00000163453,691,3258.9484,-2.42032,0.0111,8.00E-04,
212652_s_at,SNX4,ENSG00000114520,12037,3259.2581,-2.33755,0.0111,8.00E-04,
201658_at,ARL1,ENSG00000120805,1186,3261.7369,-2.45241,0.0112,8.00E-04,
218665_at,FZD4,ENSG00000174804,18029,3264.5827,-2.25464,0.0113,8.00E-04,
210963_s_at,GYG2,ENSG00000056998,10410,3267.8134,-2.3561,0.0113,8.00E-04,
213730_x_at,TCF3,ENSG00000071564,13110,3268.2062,-2.12697,0.0113,8.00E-04,
217903_at,STRN4,ENSG00000090372,17268,3270.9933,-2.20503,0.0114,8.00E-04,
219474_at,C3orf52,ENSG00000114529,18838,3272.9127,-2.42016,0.0115,9.00E-04,
202067_s_at,LDLR,ENSG00000130164,1595,3273.1861,-2.25137,0.0115,9.00E-04,
218062_x_at,CDC42EP4,ENSG00000179604,17427,3273.3804,-2.32398,0.0115,9.00E-04,
219222_at,RBKS,ENSG00000171174,18586,3276.901,-2.54136,0.0116,9.00E-04,
206207_at,CLC,ENSG00000105205,5733,3277.531,-3.49139,0.0116,9.00E-04,
201484_at,SUPT4H1,ENSG00000213246,1012,3280.7424,-2.19664,0.0117,9.00E-04,
209739_s_at,PNPLA4,ENSG00000006757,9227,3282.3234,-2.08031,0.0117,9.00E-04,
201734_at,CLCN3,ENSG00000109572,1262,3282.3884,-2.29326,0.0117,9.00E-04,
201448_at,TIA1,ENSG00000116001,976,3284.0861,-2.42183,0.0118,9.00E-04,
208583_x_at,HIST1H2AJ,ENSG00000182611,8081,3291.324,-2.20121,0.012,9.00E-04,
219848_s_at,nil,nil,nil,19212,3292.5301,-2.1655,0.012,9.00E-04
208804_s_at,SRSF6,ENSG00000124193,8299,3293.4718,-2.31001,0.0121,9.00E-04,
202936_s_at,SOX9,ENSG00000125398,2465,3294.9881,-2.13998,0.0121,9.00E-04,
218164_at,SPATA20,ENSG00000006282,17529,3297.6602,-2.23535,0.0122,9.00E-04,
201369_s_at,ZFP36L2,ENSG00000152518,897,3298.2787,-2.77695,0.0122,9.00E-04,
202623_at,EAPP,ENSG00000129518,2151,3299.8836,-2.48234,0.0123,9.00E-04,
48825_at,ING4,ENSG00000111653,22048,3300.3274,-2.26232,0.0123,9.00E-04,
212708_at,nil,nil,nil,12093,3300.4394,-2.27442,0.0123,9.00E-04
222262_s_at,ETNK1,ENSG00000139163,21621,3301.0914,-2.24903,0.0123,9.00E-04,
212566_at,MAP4,ENSG00000047849,11951,3301.1748,-2.26592,0.0123,9.00E-04,
214469_at,HIST1H2AE,ENSG00000168274,13848,3302.7143,-2.30953,0.0123,9.00E-04,
207559_s_at,ZMYM3,ENSG00000147130,7080,3307.4038,-2.17166,0.0125,9.00E-04,
211729_x_at,BLVRA,ENSG00000106605,11129,3310.7296,-2.29072,0.0126,9.00E-04,
220968_s_at,TSPAN9,ENSG00000011105,20332,3311.0671,-2.26938,0.0126,9.00E-04,
201603_at,PPP1R12A,ENSG00000058272,1131,3314.3025,-2.38221,0.0127,0.001,
218645_at,ZNF277,ENSG00000198839,18009,3315.7133,-2.41446,0.0127,0.001,
213072_at,CYHR1,ENSG00000187954,12455,3320.1004,-2.38568,0.0129,0.001,
AFFX-HUMRGE/M10098_M_at,nil,nil,nil,22241,3322.9675,-2.26435,0.013,0.001
204049_s_at,PHACTR2,ENSG00000112419,3576,3324.7759,-2.51717,0.0131,0.001,
